name;dosage;form
Tolvaptano;(30 mg) + (60 mg);Comprimido
Tolvaptano;(30 mg) + (90 mg);Comprimido
Tolvaptano;15 mg;Comprimido
Tolvaptano;30 mg;Comprimido
Tolvaptano;7.5 mg;Comprimido
Topiramato;100 mg;Comprimido revestido por película
Topiramato;15 mg;Cápsula
Topiramato;200 mg;Comprimido revestido por película
Topiramato;25 mg;Cápsula
Topiramato;25 mg;Comprimido revestido por película
Topiramato;50 mg;Cápsula
Topiramato;50 mg;Comprimido revestido por película
Topotecano;0.25 mg;Cápsula
Topotecano;1 mg;Cápsula
Topotecano;1 mg;Pó para concentrado para solução para perfusão
Topotecano;1 mg/1 ml;Concentrado para solução para perfusão
Topotecano;3 mg/3 ml;Concentrado para solução para perfusão
Topotecano;4 mg;Pó para concentrado para solução para perfusão
Topotecano;4 mg/4 ml;Concentrado para solução para perfusão
Torasemida;10 mg;Comprimido de libertação prolongada
Torasemida;5 mg;Comprimido de libertação prolongada
Toremifeno;60 mg;Comprimido
Toxina botulínica A;100 U;Pó para solução injetável
Toxina botulínica A;125 U;Pó para solução injetável
Toxina botulínica A;200 U;Pó para solução injetável
Toxina botulínica A;50 U;Pó para solução injetável
Toxina botulínica A;500 U;Pó para solução injetável
Toxina botulínica B;5000 U/ml;Solução injetável
Trabectedina;0.25 mg;Pó para concentrado para solução para perfusão
Trabectedina;1 mg;Pó para concentrado para solução para perfusão
Tramadol;100 mg;Cápsula
Tramadol;100 mg;Cápsula de libertação prolongada
Tramadol;100 mg;Comprimido
Tramadol;100 mg;Comprimido de libertação prolongada
Tramadol;100 mg/2 ml;Solução injetável
Tramadol;100 mg/2 ml;Solução injetável ou para perfusão
Tramadol;100 mg/ml;"Gotas orais; solução"
Tramadol;150 mg;Cápsula de libertação prolongada
Tramadol;150 mg;Comprimido de libertação prolongada
Tramadol;200 mg;Cápsula de libertação prolongada
Tramadol;200 mg;Comprimido de libertação prolongada
Tramadol;300 mg;Comprimido de libertação prolongada
Tramadol;400 mg;Comprimido de libertação prolongada
Tramadol;50 mg;Cápsula
Tramadol;50 mg;Cápsula de libertação prolongada
Tramadol;50 mg;Comprimido orodispersível
Tramadol;50 mg/1 ml;Solução injetável
Tramadol;50 mg/1 ml;Solução injetável ou para perfusão
Tramadol + Dexcetoprofeno;75 mg + 25 mg;Comprimido revestido por película
Tramadol + Dexcetoprofeno;75 mg + 25 mg;Granulado para solução oral em saqueta
Tramadol + Paracetamol;37.5 mg + 325 mg;Comprimido
Tramadol + Paracetamol;37.5 mg + 325 mg;Comprimido efervescente
Tramadol + Paracetamol;37.5 mg + 325 mg;Comprimido orodispersível
Tramadol + Paracetamol;37.5 mg + 325 mg;Comprimido revestido por película
Tramadol + Paracetamol;75 mg + 650 mg;Comprimido
Tramadol + Paracetamol;75 mg + 650 mg;Comprimido efervescente
Tramadol + Paracetamol;75 mg + 650 mg;Comprimido revestido por película
Tramazolina;1.18 mg/ml;Solução para pulverização nasal
Trametinib;0.5 mg;Comprimido revestido por película
Trametinib;2 mg;Comprimido revestido por película
Trandolapril;0.5 mg;Cápsula
Trandolapril;2 mg;Cápsula
Trandolapril;4 mg;Cápsula
Trastuzumab;150 mg;Pó para concentrado para solução para perfusão
Trastuzumab;420 mg;Pó para concentrado para solução para perfusão
Trastuzumab;600 mg/5 ml;Solução injetável
Trastuzumab emtansina;100 mg;Pó para concentrado para solução para perfusão
Trastuzumab emtansina;160 mg;Pó para concentrado para solução para perfusão
Travoprost;0.03 mg/ml;"Colírio; solução"
Travoprost;0.04 mg/ml;"Colírio; solução"
Trazodona;100 mg;Comprimido
Trazodona;100 mg;Comprimido revestido por película
Trazodona;150 mg;Comprimido
Trazodona;150 mg;Comprimido de libertação modificada
Trazodona;150 mg;Comprimido de libertação prolongada
Trazodona;300 mg;Comprimido de libertação prolongada
Trazodona;50 mg;Comprimido
Treossulfano;1 g;Pó para solução para perfusão
Treossulfano;5 g;Pó para solução para perfusão
Trepibutona;40 mg;Comprimido
Treprostinilo;1 mg/ml;Solução para perfusão
Treprostinilo;10 mg/ml;Solução para perfusão
Treprostinilo;2.5 mg/ml;Solução para perfusão
Treprostinilo;5 mg/ml;Solução para perfusão
Tretinoína;0.5 mg/g;Creme
Tretinoína;10 mg;Cápsula mole
Triamcinolona;20 mg/ml;Suspensão injetável
Triamcinolona;40 mg/ml;Suspensão injetável
Triamcinolona;55 µg/dose;Suspensão para pulverização nasal
Triazolam;0.25 mg;Comprimido
Tribenosido + Lidocaína;50 mg/g + 20 mg/g;Creme retal
Trientina;150 mg;Comprimido
Trientina;167 mg;Cápsula
Trientina;200 mg;Cápsula
Trifaroteno;50 µg/g;Creme
Trifluridina + Tipiracilo;15 mg + 6.14 mg;Comprimido revestido por película
Trifluridina + Tipiracilo;20 mg + 8.19 mg;Comprimido revestido por película
Triflusal;300 mg;Cápsula
Tri-hexifenidilo;2 mg;Comprimido
Tri-hexifenidilo;5 mg;Comprimido
Trimebutina;200 mg;Comprimido
Trimetazidina;20 mg;Comprimido revestido
Trimetazidina;20 mg;Comprimido revestido por película
Trimetazidina;35 mg;Comprimido de libertação modificada
Trimetazidina;35 mg;Comprimido de libertação prolongada
Trimipramina;100 mg;Comprimido revestido
Trimipramina;25 mg;Comprimido
Trióxido de arsénio;1 mg/ml;Concentrado para solução para perfusão
Trióxido de arsénio;2 mg/ml;Concentrado para solução para perfusão
Triptorrelina;0.1 mg/ml;Pó e solvente para solução injetável
Triptorrelina;11.25 mg/2 ml;Pó e veículo para suspensão injetável
Triptorrelina;22.5 mg/2 ml;Pó e veículo para suspensão injetável
Triptorrelina;3.75 mg/2 ml;Pó e veículo para suspensão injetável
Trolamina;6.7 mg/g;Emulsão cutânea
Tromantadina;10 mg/g;Gel
Tropicamida;10 mg/ml;"Colírio; solução"
Tropicamida;5 mg/ml;"Colírio; solução"
Tropicamida + Fenilefrina + Lidocaína;Associação;Solução injetável
Tropissetrom;2 mg/2 ml;Solução injetável
Tropissetrom;5 mg;Cápsula
Tropissetrom;5 mg/5 ml;Solução injetável
Troxerrutina + Heparinóide;20 mg/g + 10 mg/g;Gel
Tuberculina;0.0004 mg/ml;Solução injetável
Tuberculina;0.002 mg/ml;Solução injetável
Turoctocog alfa;1000 U.I./4 ml;Pó e solvente para solução injetável
Turoctocog alfa;1500 U.I./4 ml;Pó e solvente para solução injetável
Turoctocog alfa;2000 U.I./4 ml;Pó e solvente para solução injetável
Turoctocog alfa;250 U.I./4 ml;Pó e solvente para solução injetável
Turoctocog alfa;3000 U.I./4 ml;Pó e solvente para solução injetável
Turoctocog alfa;500 U.I./4 ml;Pó e solvente para solução injetável
Turoctocog alfa pegol;1000 U.I./4 ml;Pó e solvente para solução injetável
Turoctocog alfa pegol;1500 U.I./4 ml;Pó e solvente para solução injetável
Turoctocog alfa pegol;2000 U.I./4 ml;Pó e solvente para solução injetável
Turoctocog alfa pegol;3000 U.I./4 ml;Pó e solvente para solução injetável
Turoctocog alfa pegol;500 U.I./4 ml;Pó e solvente para solução injetável
Ubidecarenona;10 mg;Cápsula
Ubidecarenona;30 mg;Cápsula
Ubidecarenona;50 mg;Cápsula
Ulipristal;30 mg;Comprimido
Ulipristal;30 mg;Comprimido revestido por película
Upadacitinib;15 mg;Comprimido de libertação prolongada
Urapidilo;100 mg/20 ml;Concentrado para solução para perfusão
Urapidilo;25 mg/5 ml;Solução injetável
Urapidilo;50 mg/10 ml;Solução injetável
Ureia (13C);100 mg;Comprimido solúvel
Ureia (13C);45 mg;Pó para solução oral
Ureia (13C);50 mg;Comprimido
Ureia (13C);75 mg;Pó para solução oral
Ureia (14C);37 kBq;Cápsula
Ureia + Ácido láctico;100 mg/g + 50 mg/g;Creme
Ustecinumab;130 mg/26 ml;Concentrado para solução para perfusão
Ustecinumab;45 mg/0.5 ml;Solução injetável
Ustecinumab;90 mg/1 ml;Solução injetável
Vaccinium myrtillus (antocianósidos);100 mg;Comprimido revestido
Vacina adsorvida pneumocócica poliosídica conjugada;Associação;Suspensão injetável
Vacina adsorvida pneumocócica poliosídica conjugada;Associação;Suspensão injetável em seringa pré-cheia
Vacina contra a cólera;4 x10e8 - 2 x10e9 UFC/dose;Pó efervescente e pó para suspensão oral
Vacina contra a cólera;Associação;Suspensão e granulado efervescente para suspensão oral
Vacina contra a difteria e o tétano;2 U.I./0.5 ml + 20 U.I./0.5 ml;Suspensão injetável
"Vacina contra a difteria; o tétano e a poliomielite";Associação;Suspensão injetável em seringa pré-cheia
"Vacina contra a difteria; o tétano e a tosse convulsa";Associação;Suspensão injetável
"Vacina contra a difteria; o tétano e a tosse convulsa";Associação;Suspensão injetável em seringa pré-cheia
"Vacina contra a difteria; o tétano; a tosse convulsa e a poliomielite";Associação;Suspensão injetável
"Vacina contra a difteria; o tétano; a tosse convulsa e a poliomielite";Associação;Suspensão injetável em seringa pré-cheia
"Vacina contra a difteria; o tétano; a tosse convulsa; a poliomielite e o haemophilus tipo b";Associação;Pó e suspensão para suspensão injetável
"Vacina contra a difteria;o tétano;a tosse convulsa;a hepatite B;a poliomielite e o haemophilus tipo b";Associação;Pó e suspensão para suspensão injetável
"Vacina contra a difteria;o tétano;a tosse convulsa;a hepatite B;a poliomielite e o haemophilus tipo b";Associação;Suspensão injetável
"Vacina contra a difteria;o tétano;a tosse convulsa;a hepatite B;a poliomielite e o haemophilus tipo b";Associação;Suspensão injetável em seringa pré-cheia
Vacina contra a encefalite japonesa;6 µg/0.5 ml;Suspensão injetável
Vacina contra a febre tifóide;>= 2 x10e9 UFC;Cápsula gastrorresistente
Vacina contra a febre tifóide;25 µg/0.5 ml;Solução injetável
Vacina contra a febre tifóide e a hepatite A;0.025 mg/0.5 ml + 160 U/0.5 ml;Suspensão injetável em seringa pré-cheia
Vacina contra a gripe;Associação;Suspensão injetável
Vacina contra a gripe;Associação;Suspensão injetável em seringa pré-cheia
Vacina contra a gripe;Associação;Suspensão para pulverização nasal
Vacina contra a hepatite A;1440 U ELISA/1 ml;Suspensão injetável
Vacina contra a hepatite A;160 U/0.5 ml;Suspensão injetável em seringa pré-cheia
Vacina contra a hepatite A;25 U/0.5 ml;Suspensão injetável
Vacina contra a hepatite A;50 U/1 ml;Suspensão injetável
Vacina contra a hepatite A;720 U ELISA/0.5 ml;Suspensão injetável
Vacina contra a hepatite A e a hepatite B;360 U/0.5 ml + 0.01 mg/0.5 ml;Suspensão injetável
Vacina contra a hepatite A e a hepatite B;720 U/1 ml + 0.02 mg/1 ml;Suspensão injetável
Vacina contra a hepatite B;10 µg/0.5 ml;Suspensão injetável em seringa pré-cheia
Vacina contra a hepatite B;10 µg/1 ml;Suspensão injetável
Vacina contra a hepatite B;20 µg/0.5 ml;Suspensão injetável
Vacina contra a hepatite B;20 µg/1 ml;Suspensão injetável em seringa pré-cheia
Vacina contra a hepatite B;40 µg/1 ml;Suspensão injetável
Vacina contra a hepatite B;5 µg/0.5 ml;Suspensão injetável
Vacina contra a pandemia da gripe;10e(7.0±0.5) UFF/0.2 ml;Suspensão para pulverização nasal
Vacina contra a pandemia da gripe;3.75 µg;Emulsão e suspensão para emulsão injetável
Vacina contra a pandemia da gripe;7.5 µg/0.5 ml;Suspensão injetável
Vacina contra a pandemia da gripe;7.5 µg/0.5 ml;Suspensão injetável em seringa pré-cheia
Vacina contra a poliomielite;Associação;Solução injetável em seringa pré-cheia
Vacina contra a poliomielite;Associação;Suspensão injetável
Vacina contra a pré-pandemia da gripe;3.75 µg;Emulsão e suspensão para emulsão injetável
Vacina contra a pré-pandemia da gripe;7.5 µg/0.5 ml;Suspensão injetável
Vacina contra a pré-pandemia da gripe;7.5 µg/0.5 ml;Suspensão injetável em seringa pré-cheia
Vacina contra a tuberculose (BCG);0.75 mg/1 ml;Pó e veículo para suspensão injetável
Vacina contra a zona (Herpes zoster);50 µg/0.5 ml;Pó e suspensão para suspensão injetável
Vacina contra o Ébola;>= 0.7 x10e8 U.Inf./0.5 ml;Suspensão injetável
Vacina contra o Ébola;>= 8.75 log10 U.Inf./0.5 ml;Suspensão injetável
Vacina contra o haemophilus tipo b;10 µg/0.5 ml;Pó e solvente para solução injetável
Vacina contra o meningococo;10 µg/0.5 ml + 10-20 µg/0.5 ml;Suspensão injetável em seringa pré-cheia
Vacina contra o meningococo;10 µg/0.5 ml + 15 µg/0.5 ml;Suspensão injetável em seringa pré-cheia
Vacina contra o meningococo;10 µg/0.5 ml+12.5-25 µg/0.5 ml;Suspensão injetável
Vacina contra o meningococo;60 µg/0.5 ml + 60 µg/0.5 ml;Suspensão injetável
Vacina contra o meningococo;Associação;Pó e solução para solução injetável
Vacina contra o meningococo;Associação;Pó e solvente para solução injetável
Vacina contra o meningococo;Associação;Suspensão injetável
"Vacina contra o papilomavírus humano (tipos 16; 18)";Associação;Suspensão injetável
"Vacina contra o papilomavírus humano (tipos 6; 11; 16 ;18)";Associação;Suspensão injetável
"Vacina contra o papilomavírus humano (tipos 6; 11; 16 ;18; 31; 33; 45; 52; 58)";Associação;Suspensão injetável
"Vacina contra o papilomavírus humano (tipos 6; 11; 16 ;18; 31; 33; 45; 52; 58)";Associação;Suspensão injetável em seringa pré-cheia
"Vacina contra o sarampo; a papeira e a rubéola";Associação;Pó e solvente para solução injetável
"Vacina contra o sarampo; a papeira e a rubéola";Associação;Pó e solvente para solução injetável em seringa pré-cheia
"Vacina contra o sarampo; a papeira e a rubéola";Associação;Pó e veículo para suspensão injetável
"Vacina contra o sarampo; a papeira e a rubéola";Associação;Pó e veículo para suspensão injetável em seringa pré-cheia
"Vacina contra o sarampo; a papeira; a rubéola e a varicela";Associação;Pó e solvente para solução injetável em seringa pré-cheia
"Vacina contra o sarampo; a papeira; a rubéola e a varicela";Associação;Pó e veículo para suspensão injetável
Vacina inactivada contra a encefalite provocada por picada de carraça;1.2 µg/0.25 ml;Suspensão injetável
Vacina inactivada contra a encefalite provocada por picada de carraça;2.4 µg/0.5 ml;Suspensão injetável
Vacina inactivada contra a raiva;2.5 U.I./1 ml;Pó e solvente para solução injetável em seringa pré-cheia
Vacina pneumocócica poliosídica;Associação;Solução injetável
Vacina pneumocócica poliosídica;Associação;Solução injetável em seringa pré-cheia
Vacina viva contra a dengue;Associação;Pó e veículo para suspensão injetável em seringa pré-cheia
Vacina viva contra a febre amarela;1000 U/0.5 ml;Pó e veículo para suspensão injetável
Vacina viva contra a varicela;10e3.3 UFP/0.5 ml;Pó e solvente para solução injetável
Vacina viva contra a varicela;1350 UFP/0.5 ml;Pó e veículo para suspensão injetável
Vacina viva contra a varíola;>= 5 x10e7 TCID50/0.5 ml;Suspensão injetável
Vacina viva contra a zona (Herpes zoster);19400 PFU/0.65 ml;Pó e veículo para suspensão injetável
Vacina viva contra a zona (Herpes zoster);19400 PFU/0.65 ml;Pó e veículo para suspensão injetável em seringa pré-cheia
Vacina viva contra o Ébola Zaire;72 milhões PFU/ml;Solução injetável
Vacina viva contra o rotavírus;10e6 CCID50;Pó e veículo para suspensão oral
Vacina viva contra o rotavírus;10e6 CCID50;Suspensão oral
Vacina viva contra o rotavírus;Associação;Solução oral
Valaciclovir;1000 mg;Comprimido revestido por película
Valaciclovir;250 mg;Comprimido revestido por película
Valaciclovir;500 mg;Comprimido revestido por película
Valeriana;125 mg;Comprimido revestido
Valeriana;45 mg;Comprimido revestido
Valeriana (raíz);400 mg;Comprimido
Valeriana (raíz);450 mg;Comprimido revestido
Valeriana (raíz);500 mg;Comprimido revestido por película
Valganciclovir;450 mg;Comprimido revestido por película
Valganciclovir;50 mg/ml;Pó para solução oral
Valproato semisódico;250 mg;Comprimido gastrorresistente
Valproato semisódico;500 mg;Comprimido gastrorresistente
Valsartan;160 mg;Cápsula
Valsartan;160 mg;Comprimido orodispersível
Valsartan;160 mg;Comprimido revestido por película
Valsartan;3 mg/ml;Solução oral
Valsartan;320 mg;Comprimido orodispersível
Valsartan;320 mg;Comprimido revestido por película
Valsartan;40 mg;Cápsula
Valsartan;40 mg;Comprimido orodispersível
Valsartan;40 mg;Comprimido revestido por película
Valsartan;80 mg;Cápsula
Valsartan;80 mg;Comprimido orodispersível
Valsartan;80 mg;Comprimido revestido por película
Valsartan + Hidroclorotiazida;160 mg + 12.5 mg;Comprimido revestido por película
Valsartan + Hidroclorotiazida;160 mg + 25 mg;Comprimido revestido por película
Valsartan + Hidroclorotiazida;320 mg + 12.5 mg;Comprimido revestido por película
Valsartan + Hidroclorotiazida;320 mg + 25 mg;Comprimido revestido por película
Valsartan + Hidroclorotiazida;80 mg + 12.5 mg;Comprimido revestido por película
Vancomicina;1000 mg;Pó para concentrado para solução para perfusão
Vancomicina;1000 mg;Pó para solução para perfusão
Vancomicina;500 mg;Pó para concentrado para solução para perfusão
Vancomicina;500 mg;Pó para solução para perfusão
Vandetanib;100 mg;Comprimido revestido por película
Vandetanib;300 mg;Comprimido revestido por película
Vardenafil;10 mg;Comprimido orodispersível
Vardenafil;10 mg;Comprimido revestido por película
Vardenafil;20 mg;Comprimido revestido por película
Vardenafil;5 mg;Comprimido revestido por película
Vareniclina;(0.5 mg) + (1 mg);Comprimido revestido por película
Vareniclina;0.5 mg;Comprimido revestido por película
Vareniclina;1 mg;Comprimido revestido por película
Varfarina;1 mg/ml;Suspensão oral
Varfarina;5 mg;Comprimido
Vedolizumab;108 mg/0.68 ml;Solução injetável em caneta pré-cheia
Vedolizumab;108 mg/0.68 ml;Solução injetável em seringa pré-cheia
Vedolizumab;300 mg;Pó para concentrado para solução para perfusão
Velaglucerase alfa;400 U;Pó para solução para perfusão
Velmanase alfa;10 mg;Pó para solução para perfusão
Vemurafenib;240 mg;Comprimido revestido por película
Venetoclax;10 mg;Comprimido revestido por película
Venetoclax;100 mg;Comprimido revestido por película
Venetoclax;50 mg;Comprimido revestido por película
Venlafaxina;150 mg;Cápsula de libertação prolongada
Venlafaxina;150 mg;Comprimido de libertação prolongada
Venlafaxina;225 mg;Cápsula de libertação prolongada
Venlafaxina;225 mg;Comprimido de libertação prolongada
Venlafaxina;300 mg;Comprimido de libertação prolongada
Venlafaxina;37.5 mg;Cápsula de libertação prolongada
Venlafaxina;37.5 mg;Comprimido
Venlafaxina;37.5 mg;Comprimido de libertação prolongada
Venlafaxina;37.5 mg;Comprimido revestido por película
Venlafaxina;75 mg;Cápsula de libertação prolongada
